num,CVE_ESTADO,DES_ESTADO,CVE_DIAGNO,DES_DIAGNO,CVE_CIE10,ACUMULADO,MENORES_1,DE01_A_04,DE05_A_09,DE10_A_14,DE15_A_19,DE20_A_24,DE25_A_44,DE45_A_49,DE50_A_59,DE60_A_64,DE65_Y_MAS,SE_IGNORAN,SSA,IMSS_ORD,ISSSTE,OTRAS,IMSS_SOL,D_IF,PEMEX,SEDENA,SEDEMAR,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,PERIODO,MENORES_1F,DE01_A_04F,DE05_A_09F,DE10_A_14F,DE15_A_19F,DE20_A_24F,DE25_A_44F,DE45_A_49F,DE50_A_59F,DE60_A_64F,DE65_Y_MAF,SE_IGNORAF,TOTALM,TOTALF,SSAM,IMSS_ORDM,ISSSTEM,OTRASM,IMSS_SOLM,D_IFM,PEMEXM,SEDENAM,SEDEMARM,SSAF,IMSS_ORDF,ISSSTEF,OTRASF,IMSS_SOLF,D_IFF,PEMEXF,SEDENAF,SEDEMARF,ENEROM,FEBREROM,MARZOM,ABRILM,MAYOM,JUNIOM,JULIOM,AGOSTOM,SEPTIEMBRM,OCTUBREM,NOVIEMBREM,DICIEMBREM,ENEROF,FEBREROF,MARZOF,ABRILF,MAYOF,JUNIOF,JULIOF,AGOSTOF,SEPTIEMBRF,OCTUBREF,NOVIEMBREF,DICIEMBREF
57,1,Aguascalientes,155,Anorexia y bulimia,F50,22,0,0,0,0,2,2,2,0,0,0,0,1,9,5,0,8,0,0,0,0,0,1,1,0,2,4,3,1,0,2,3,4,1,2015,0,0,2,1,7,1,2,1,1,0,0,0,7,15,4,0,0,3,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,1,0,1,0,0,1,2,2,1,0,1,3,3,1
58,1,Aguascalientes,16,Infecciones respiratorias agudas,"J00-J06, J20, J21 excepto J02.0 y J03.0",516690,26579,61382,37115,21975,11645,15076,35835,9192,9904,4336,6426,0,128729,228385,19426,139261,0,169,0,720,0,52447,51366,53471,34719,29694,37126,30247,38099,39759,42108,58576,49078,2015,23993,57125,35082,21193,14741,18556,56773,14677,18703,6689,9693,0,239465,277225,56559,103622,8607,70223,0,82,0,372,0,72170,124763,10819,69038,0,87,0,348,0,23660,23091,24788,16256,14129,17513,14056,18002,18601,19728,27303,22338,28787,28275,28683,18463,15565,19613,16191,20097,21158,22380,31273,26740
59,1,Aguascalientes,169,Depresión,F32,2197,0,0,1,7,12,26,164,85,120,96,105,0,533,183,215,1266,0,0,0,0,0,157,153,236,129,184,207,142,195,215,188,224,167,2015,0,0,1,26,47,93,488,248,317,132,229,0,616,1581,100,29,59,428,0,0,0,0,0,433,154,156,838,0,0,0,0,0,55,54,67,44,48,65,40,59,54,42,43,45,102,99,169,85,136,142,102,136,161,146,181,122
60,1,Aguascalientes,17,Neumonías y bronconeumonías,"J12-J18 excepto J18.2, J13 y J14",2261,147,165,54,47,30,45,113,57,55,76,271,0,478,1323,83,377,0,0,0,0,0,311,274,278,169,99,76,89,118,91,168,312,276,2015,139,165,53,21,27,43,130,67,104,87,365,0,1060,1201,229,627,35,169,0,0,0,0,0,249,696,48,208,0,0,0,0,0,152,141,129,85,51,25,43,50,39,84,139,122,159,133,149,84,48,51,46,68,52,84,173,154
61,1,Aguascalientes,170,Enfermedad de Parkinson{,G20,40,0,0,0,0,0,0,2,4,0,2,14,0,8,9,0,23,0,0,0,0,0,5,1,5,1,5,6,2,3,3,4,3,2,2015,0,0,0,0,0,0,0,3,1,2,12,0,22,18,3,4,0,15,0,0,0,0,0,5,5,0,8,0,0,0,0,0,4,0,3,1,2,5,0,1,2,1,1,2,1,1,2,0,3,1,2,2,1,3,2,0
62,1,Aguascalientes,171,Enfermedad de Alzheimer+,G30,19,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,11,0,0,0,0,0,2,0,0,1,2,3,1,1,2,0,5,2,2015,0,0,0,0,0,0,0,0,0,0,16,0,3,16,0,1,0,2,0,0,0,0,0,1,6,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,2,2,0,1,1,0,5,2
63,1,Aguascalientes,172,Herida por arma de fuego y punzocortantes,W32-W34,396,0,8,3,10,23,81,150,13,5,2,3,0,141,0,0,255,0,0,0,0,0,17,22,36,39,33,64,39,42,28,32,32,12,2015,0,6,0,2,10,22,47,5,2,1,3,0,298,98,117,0,0,181,0,0,0,0,0,24,0,0,74,0,0,0,0,0,11,16,27,27,26,47,27,39,22,22,24,10,6,6,9,12,7,17,12,3,6,10,8,2
64,1,Aguascalientes,173,Conjuntivitis,H10,13208,568,859,546,427,355,553,1836,450,422,161,249,0,3545,2411,412,6819,0,0,0,21,0,764,858,1152,1089,913,1135,841,1089,1403,1338,1526,1100,2015,584,797,549,435,409,557,1866,452,527,238,368,0,6426,6782,1574,1086,170,3587,0,0,0,9,0,1971,1325,242,3232,0,0,0,12,0,381,434,561,560,481,556,398,520,670,649,715,501,383,424,591,529,432,579,443,569,733,689,811,599
65,1,Aguascalientes,174,"Contacto traumatico con avispas, avispones y abejas",X23,269,1,12,24,18,16,19,41,14,8,2,6,0,182,8,3,76,0,0,0,0,0,13,10,19,18,16,39,27,50,28,18,23,8,2015,0,5,14,11,12,17,34,5,7,0,3,0,161,108,114,3,1,43,0,0,0,0,0,68,5,2,33,0,0,0,0,0,10,4,12,11,10,21,14,34,16,11,12,6,3,6,7,7,6,18,13,16,12,7,11,2
66,1,Aguascalientes,175,Tifo epidémico,A75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,Aguascalientes,176,Enfermedad invasiva por neumococo,"A40.3, G00.1, J13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,Aguascalientes,177,Otras salmonelosis,A02,1148,0,16,28,53,43,43,119,22,28,6,9,0,810,125,55,158,0,0,0,0,0,82,81,91,84,92,92,82,93,117,109,142,83,2015,1,20,31,60,89,86,320,67,75,11,21,0,367,781,224,58,21,64,0,0,0,0,0,586,67,34,94,0,0,0,0,0,19,26,32,26,26,25,20,32,42,35,48,36,63,55,59,58,66,67,62,61,75,74,94,47
69,1,Aguascalientes,178,Fiebre Paratifoidea A,A01.1,383,2,16,13,16,13,20,37,7,12,8,10,0,60,12,0,311,0,0,0,0,0,15,27,21,11,29,39,51,46,28,38,56,22,2015,1,15,11,14,19,25,80,14,23,6,21,0,154,229,8,7,0,139,0,0,0,0,0,52,5,0,172,0,0,0,0,0,7,14,11,2,6,16,22,24,14,13,20,5,8,13,10,9,23,23,29,22,14,25,36,17
70,1,Aguascalientes,179,Vulvovaginitis aguda^,N76.0,5346,0,0,0,0,0,0,0,0,0,0,0,0,3891,734,0,721,0,0,0,0,0,359,343,477,315,366,447,316,448,511,597,720,447,2015,3,17,38,87,662,1043,2600,452,328,62,54,0,0,5346,0,0,0,0,0,0,0,0,0,3891,734,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,343,477,315,366,447,316,448,511,597,720,447
71,1,Aguascalientes,18,Otitis media aguda,H65.0-H65.1,16034,440,1640,1314,805,451,517,1066,451,363,171,152,0,3807,446,962,10743,0,31,0,45,0,1468,1551,1498,1138,1018,1230,956,1421,1170,1221,1986,1377,2015,518,1444,1203,767,658,748,1848,570,502,234,172,0,7370,8664,1697,194,398,5042,0,13,0,26,0,2110,252,564,5701,0,18,0,19,0,677,625,715,509,495,567,427,684,534,534,935,668,791,926,783,629,523,663,529,737,636,687,1051,709
72,1,Aguascalientes,180,Otras rickettsiosis,A79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,Aguascalientes,181,Afección nosocomial,Y95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,Aguascalientes,183,Infección por Virus Zika,A92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,Aguascalientes,19,Tuberculosis respiratoria,A15-A16,41,0,0,0,0,0,0,3,0,3,5,5,0,19,20,2,0,0,0,0,0,0,5,3,5,2,3,2,3,5,3,4,3,3,2015,0,0,0,0,0,4,5,1,7,1,7,0,16,25,8,7,1,0,0,0,0,0,0,11,13,1,0,0,0,0,0,0,2,1,2,0,2,0,1,2,1,2,3,0,3,2,3,2,1,2,2,3,2,2,0,3
76,1,Aguascalientes,20,Candidiasis urogenital#,B37.3-B37.4,1593,0,0,0,0,13,25,65,22,21,6,6,0,492,370,4,726,0,1,0,0,0,134,94,185,109,119,205,116,165,107,115,143,101,2015,0,0,0,19,95,221,759,171,122,24,24,0,158,1435,23,19,0,116,0,0,0,0,0,469,351,4,610,0,1,0,0,0,10,9,26,12,5,19,5,15,16,14,19,8,124,85,159,97,114,186,111,150,91,101,124,93
77,1,Aguascalientes,21,Chancro blando#,A57,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,Aguascalientes,22,Herpes genital#,A60.0,3,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,Aguascalientes,23,Infección gonocócica del tracto genitourinario#,A54.0-A54.2,5,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,2015,0,0,0,0,0,0,2,1,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
80,1,Aguascalientes,24,Linfogranuloma venéreo por clamidias#,A55,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,Aguascalientes,25,Sífilis adquiridaº,A51-A53,25,0,0,0,0,0,3,12,4,1,0,0,0,24,1,0,0,0,0,0,0,0,1,0,2,1,2,2,0,14,1,2,0,0,2015,0,0,0,0,1,0,2,1,1,0,0,0,20,5,19,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,10,1,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0
82,1,Aguascalientes,26,Tricomoniasis urogenital#,A59.0,237,0,0,0,0,1,0,4,1,1,1,0,0,132,8,3,94,0,0,0,0,0,24,14,16,12,20,29,18,28,17,16,31,12,2015,0,0,0,0,33,41,125,16,9,3,2,0,8,229,4,0,0,4,0,0,0,0,0,128,8,3,90,0,0,0,0,0,0,1,3,0,0,1,0,0,1,1,1,0,24,13,13,12,20,28,18,28,16,15,30,12
83,1,Aguascalientes,27,Fiebre por dengue,A90,24,0,0,0,1,2,0,1,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,2015,1,0,0,2,2,2,10,0,2,0,0,0,5,19,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,18,0,0
84,1,Aguascalientes,28,Paludismo por Plasmodium vivax,B51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,Aguascalientes,29,Brucelosis,A23,12,0,0,1,0,2,1,3,1,0,0,0,0,9,2,1,0,0,0,0,0,0,0,1,0,3,1,2,2,0,0,1,2,0,2015,0,0,0,0,1,2,0,0,0,0,1,0,8,4,6,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
86,1,Aguascalientes,30,Cisticercosis,B69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,Aguascalientes,31,Rabia,A82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,Aguascalientes,32,Rubéola,B06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,Aguascalientes,33,Varicela,B01,4569,173,974,726,234,80,65,82,3,6,0,1,0,943,2534,283,806,0,0,0,3,0,518,524,685,561,433,456,274,218,162,231,316,191,2015,180,886,698,231,69,65,79,5,5,2,5,0,2344,2225,451,1327,156,407,0,0,0,3,0,492,1207,127,399,0,0,0,0,0,272,257,354,286,218,221,139,112,96,127,166,96,246,267,331,275,215,235,135,106,66,104,150,95
90,1,Aguascalientes,34,Escarlatina,A38,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2015,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
91,1,Aguascalientes,35,Erisipela,A46,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
92,1,Aguascalientes,36,Conjuntivitis hemorrágica epidémica,B30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,Aguascalientes,37,Hepatitis vírica A,B15,22,0,3,1,0,0,1,3,1,1,0,0,0,2,8,9,3,0,0,0,0,0,1,3,1,3,0,1,0,3,2,3,3,2,2015,0,0,4,0,1,1,2,1,1,2,0,0,10,12,1,3,4,2,0,0,0,0,0,1,5,5,1,0,0,0,0,0,0,1,1,2,0,1,0,1,0,2,2,0,1,2,0,1,0,0,0,2,2,1,1,2
94,1,Aguascalientes,38,Hepatitis vírica B,B16,4,0,0,0,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,Aguascalientes,39,"Hepatitis víricas, otras","B17-B19 excepto B17.1, B18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,Aguascalientes,40,Meningitis meningocócica,A39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,Aguascalientes,41,Meningitis,"G00-G03 excepto G00.0, G00.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,Aguascalientes,42,Parotiditis infecciosa,B26,8,0,1,2,0,1,0,0,1,0,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,0,0,2015,0,0,1,0,0,0,1,1,0,0,0,0,5,3,2,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0
99,1,Aguascalientes,43,Escabiosis,B86,91,2,14,9,5,4,0,4,0,1,0,2,0,67,1,0,23,0,0,0,0,0,7,11,10,10,6,5,11,4,3,11,5,8,2015,3,5,18,7,0,3,8,1,4,0,1,0,41,50,26,1,0,14,0,0,0,0,0,41,0,0,9,0,0,0,0,0,4,5,3,3,2,2,6,2,0,8,2,4,3,6,7,7,4,3,5,2,3,3,3,4
100,1,Aguascalientes,44,Tuberculosis meníngea,A17.0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,Aguascalientes,45,Tuberculosis otras formas,"A17.1, A17.8, A17.9, A18-A19",30,0,2,1,0,0,0,8,1,1,2,0,0,16,11,2,1,0,0,0,0,0,2,1,0,2,1,3,7,1,5,3,4,1,2015,0,0,0,1,0,2,5,1,2,0,4,0,15,15,9,4,1,1,0,0,0,0,0,7,7,1,0,0,0,0,0,0,1,1,0,1,1,2,2,0,2,1,4,0,1,0,0,1,0,1,5,1,3,2,0,1
102,1,Aguascalientes,46,Fiebre reumática aguda,I00-I02,3,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2015,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
103,1,Aguascalientes,47,Hipertensión arterial&,I10-I15,9524,0,0,0,0,16,138,867,531,820,540,881,0,2655,3263,898,2662,0,9,0,37,0,915,840,1045,769,651,969,652,774,653,762,894,600,2015,0,0,0,0,33,143,1327,872,1532,676,1148,0,3793,5731,751,1431,385,1208,0,3,0,15,0,1904,1832,513,1454,0,6,0,22,0,355,314,420,298,266,395,272,298,271,289,377,238,560,526,625,471,385,574,380,476,382,473,517,362
104,1,Aguascalientes,48,Bocio endémico,E01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,Aguascalientes,49,Diabetes mellitus no insulinodependiente (Tipo II)#,E11-E14,6954,0,0,0,2,5,27,615,434,723,465,612,0,2009,1754,743,2435,0,5,0,8,0,697,560,708,539,561,749,465,617,477,472,685,424,2015,0,0,0,0,12,37,861,642,1151,563,805,0,2883,4071,651,755,323,1148,0,2,0,4,0,1358,999,420,1287,0,3,0,4,0,299,252,308,199,215,324,183,252,182,182,292,195,398,308,400,340,346,425,282,365,295,290,393,229
106,1,Aguascalientes,504,Fiebre del Oeste del Nilo,A92.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,Aguascalientes,51,Enfermedad isquémica del corazón&,I20-I25,603,0,0,0,0,3,6,58,31,92,55,151,0,97,380,65,61,0,0,0,0,0,55,39,67,44,50,52,60,48,46,44,52,46,2015,0,0,0,0,0,8,12,20,53,34,80,0,396,207,67,252,44,33,0,0,0,0,0,30,128,21,28,0,0,0,0,0,33,25,42,32,33,36,40,30,30,30,36,29,22,14,25,12,17,16,20,18,16,14,16,17
108,1,Aguascalientes,52,Enfermedad cerebrovasular,"I60-I67, I69",427,0,0,0,0,1,3,29,8,33,18,107,6,146,171,73,37,0,0,0,0,0,42,37,41,34,28,43,39,44,28,36,32,23,2015,0,0,0,0,0,3,25,14,28,24,125,3,205,222,65,89,34,17,0,0,0,0,0,81,82,39,20,0,0,0,0,0,18,16,24,13,14,24,19,22,12,16,14,13,24,21,17,21,14,19,20,22,16,20,18,10
109,1,Aguascalientes,54,Asma y estado asmático,"J45, J46",3133,114,770,650,295,0,0,0,0,0,0,0,0,803,1019,190,1121,0,0,0,0,0,252,264,280,255,210,259,154,281,312,225,399,242,2015,76,541,456,231,0,0,0,0,0,0,0,0,1829,1304,495,624,105,605,0,0,0,0,0,308,395,85,516,0,0,0,0,0,138,144,160,145,115,150,104,160,196,129,242,146,114,120,120,110,95,109,50,121,116,96,157,96
110,1,Aguascalientes,57,Intoxicación por plaguicidas,T60,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,Aguascalientes,58,Intoxicación por ponzoña de animales,"T63, X21,  X27, excepto T63.2",1132,8,74,61,62,46,53,166,22,28,14,28,0,452,584,59,37,0,0,0,0,0,41,45,60,57,123,138,129,170,109,112,108,40,2015,5,54,39,77,55,75,152,37,37,11,28,0,562,570,222,295,23,22,0,0,0,0,0,230,289,36,15,0,0,0,0,0,24,25,33,32,65,73,62,75,48,57,49,19,17,20,27,25,58,65,67,95,61,55,59,21
112,1,Aguascalientes,59,Infección asintomática por VIH,Z21,50,0,0,0,0,2,9,29,3,2,0,0,0,36,14,0,0,0,0,0,0,0,2,2,3,2,5,5,5,5,2,7,8,4,2015,0,0,0,0,0,1,2,1,1,0,0,0,45,5,32,13,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,2,3,2,5,4,5,3,2,7,7,4,1,0,0,0,0,1,0,2,0,0,1,0
113,1,Aguascalientes,64,Enfermedad febril exantemática,U97,27,4,4,2,0,0,0,0,3,0,0,0,0,5,21,0,1,0,0,0,0,0,1,4,3,3,3,4,1,2,2,2,1,1,2015,2,4,2,4,1,0,1,0,0,0,0,0,13,14,3,10,0,0,0,0,0,0,0,2,11,0,1,0,0,0,0,0,1,0,2,2,1,1,1,2,1,1,1,0,0,4,1,1,2,3,0,0,1,1,0,1
114,1,Aguascalientes,66,Parálisis flácida aguda,U98,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,Aguascalientes,67,Síndrome de inmunodeficiencia adquirida,B20-B24,27,0,0,0,0,0,0,3,13,3,3,0,0,19,8,0,0,0,0,0,0,0,5,4,4,3,3,1,2,1,1,1,1,1,2015,0,0,1,0,0,0,4,0,0,0,0,0,22,5,15,7,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0
116,1,Aguascalientes,68,Meningoencefalitis amebiana primaria,B60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
